,"formula is  #=LEFT(B3,FIND(""_"",B3)-1)",,,Formula
2500,Liolaemus_schroederi,Liolaemus,,Liolaemus
2501,Liolaemus_chiliensis,Liolaemus,,Liolaemus
2502,Liolaemus_cyanogaster,Liolaemus,,Liolaemus
2503,Liolaemus_pictus,Liolaemus,,Liolaemus
2504,Liolaemus_curicensis,Liolaemus,,Liolaemus
2505,Liolaemus_bibronii,Liolaemus,,Liolaemus
2506,Liolaemus_pagaburoi,Liolaemus,,Liolaemus
2507,Liolaemus_bitaeniatus,Liolaemus,,Liolaemus
2508,Liolaemus_chaltin,Liolaemus,,Liolaemus
2509,Liolaemus_puna,Liolaemus,,Liolaemus
2510,Liolaemus_walkeri,Liolaemus,,Liolaemus
2511,Liolaemus_yanalcu,Liolaemus,,Liolaemus
2512,Liolaemus_ramirezae,Liolaemus,,Liolaemus
2513,Liolaemus_robertmertensi,Liolaemus,,Liolaemus
2514,Liolaemus_gracilis,Liolaemus,,Liolaemus
2515,Liolaemus_saxatilis,Liolaemus,,Liolaemus
2516,Liolaemus_hatcheri,Liolaemus,,Liolaemus
2517,Liolaemus_lineomaculatus,Liolaemus,,Liolaemus
2518,Liolaemus_silvanae,Liolaemus,,Liolaemus
2519,Liolaemus_kolengh,Liolaemus,,Liolaemus
2520,Liolaemus_magellanicus,Liolaemus,,Liolaemus
2521,Liolaemus_uptoni,Liolaemus,,Liolaemus
2522,Liolaemus_somuncurae,Liolaemus,,Liolaemus
2523,Liolaemus_baguali,Liolaemus,,Liolaemus
2524,Liolaemus_escarchadosi,Liolaemus,,Liolaemus
2525,Liolaemus_tari,Liolaemus,,Liolaemus
2526,Liolaemus_kingii,Liolaemus,,Liolaemus
2527,Liolaemus_sarmientoi,Liolaemus,,Liolaemus
2528,Liolaemus_gallardoi,Liolaemus,,Liolaemus
2529,Liolaemus_scolaroi,Liolaemus,,Liolaemus
2530,Liolaemus_zullyae,Liolaemus,,Liolaemus
2531,Liolaemus_archeforus,Liolaemus,,Liolaemus
2532,Liolaemus_tristis,Liolaemus,,Liolaemus
2533,Liolaemus_stolzmanni,Liolaemus,,Liolaemus
2534,Liolaemus_orientalis,Liolaemus,,Liolaemus
2535,Liolaemus_huacahuasicus,Liolaemus,,Liolaemus
2536,Liolaemus_dorbignyi,Liolaemus,,Liolaemus
2537,Liolaemus_molinai,Liolaemus,,Liolaemus
2538,Liolaemus_andinus,Liolaemus,,Liolaemus
2539,Liolaemus_multicolor,Liolaemus,,Liolaemus
2540,Liolaemus_famatinae,Liolaemus,,Liolaemus
2541,Liolaemus_vallecurensis,Liolaemus,,Liolaemus
2542,Liolaemus_ruibali,Liolaemus,,Liolaemus
2543,Liolaemus_audituvelatus,Liolaemus,,Liolaemus
2544,Liolaemus_fabiani,Liolaemus,,Liolaemus
2545,Liolaemus_pseudoanomalus,Liolaemus,,Liolaemus
2546,Liolaemus_occipitalis,Liolaemus,,Liolaemus
2547,Liolaemus_lutzae,Liolaemus,,Liolaemus
2548,Liolaemus_scapularis,Liolaemus,,Liolaemus
2549,Liolaemus_azarai,Liolaemus,,Liolaemus
2550,Liolaemus_wiegmannii,Liolaemus,,Liolaemus
2551,Liolaemus_salinicola,Liolaemus,,Liolaemus
2552,Liolaemus_riojanus,Liolaemus,,Liolaemus
2553,Liolaemus_multimaculatus,Liolaemus,,Liolaemus
2554,Liolaemus_rothi,Liolaemus,,Liolaemus
2555,Liolaemus_boulengeri,Liolaemus,,Liolaemus
2556,Liolaemus_telsen,Liolaemus,,Liolaemus
2557,Liolaemus_inacayali,Liolaemus,,Liolaemus
2558,Liolaemus_cuyanus,Liolaemus,,Liolaemus
2559,Liolaemus_donosobarrosi,Liolaemus,,Liolaemus
2560,Liolaemus_melanops,Liolaemus,,Liolaemus
2561,Liolaemus_canqueli,Liolaemus,,Liolaemus
2562,Liolaemus_morenoi,Liolaemus,,Liolaemus
2563,Liolaemus_chehuachekenk,Liolaemus,,Liolaemus
2564,Liolaemus_xanthoviridis,Liolaemus,,Liolaemus
2565,Liolaemus_fitzingerii,Liolaemus,,Liolaemus
2566,Liolaemus_hermannunezi,Liolaemus,,Liolaemus
2567,Liolaemus_uspallatensis,Liolaemus,,Liolaemus
2568,Liolaemus_chacoensis,Liolaemus,,Liolaemus
2569,Liolaemus_olongasta,Liolaemus,,Liolaemus
2570,Liolaemus_grosseorum,Liolaemus,,Liolaemus
2571,Liolaemus_darwinii,Liolaemus,,Liolaemus
2572,Liolaemus_laurenti,Liolaemus,,Liolaemus
2573,Liolaemus_abaucan,Liolaemus,,Liolaemus
2574,Liolaemus_koslowskyi,Liolaemus,,Liolaemus
2575,Liolaemus_espinozai,Liolaemus,,Liolaemus
2576,Liolaemus_quilmes,Liolaemus,,Liolaemus
2577,Liolaemus_crepuscularis,Liolaemus,,Liolaemus
2578,Liolaemus_albiceps,Liolaemus,,Liolaemus
2579,Liolaemus_irregularis,Liolaemus,,Liolaemus
2580,Liolaemus_ornatus,Liolaemus,,Liolaemus
2581,Liolaemus_lavillai,Liolaemus,,Liolaemus
2582,Liolaemus_calchaqui,Liolaemus,,Liolaemus
2583,Uma_exsul,Uma,,Uma
2584,Uma_paraphygas,Uma,,Uma
2585,Uma_scoparia,Uma,,Uma
2586,Uma_notata,Uma,,Uma
2587,Uma_inornata,Uma,,Uma
2588,Cophosaurus_texanus,Cophosaurus,,Cophosaurus
2589,Callisaurus_draconoides,Callisaurus,,Callisaurus
2590,Holbrookia_lacerata,Holbrookia,,Holbrookia
2591,Holbrookia_propinqua,Holbrookia,,Holbrookia
2592,Holbrookia_maculata,Holbrookia,,Holbrookia
2593,Phrynosoma_cornutum,Phrynosoma,,Phrynosoma
2594,Phrynosoma_solare,Phrynosoma,,Phrynosoma
2595,Phrynosoma_mcallii,Phrynosoma,,Phrynosoma
2596,Phrynosoma_platyrhinos,Phrynosoma,,Phrynosoma
2597,Phrynosoma_coronatum,Phrynosoma,,Phrynosoma
2598,Phrynosoma_blainvillii,Phrynosoma,,Phrynosoma
2599,Phrynosoma_cerroense,Phrynosoma,,Phrynosoma
2600,Phrynosoma_wigginsi,Phrynosoma,,Phrynosoma
2601,Phrynosoma_asio,Phrynosoma,,Phrynosoma
2602,Phrynosoma_taurus,Phrynosoma,,Phrynosoma
2603,Phrynosoma_braconnieri,Phrynosoma,,Phrynosoma
2604,Phrynosoma_modestum,Phrynosoma,,Phrynosoma
2605,Phrynosoma_orbiculare,Phrynosoma,,Phrynosoma
2606,Phrynosoma_ditmarsi,Phrynosoma,,Phrynosoma
2607,Phrynosoma_hernandesi,Phrynosoma,,Phrynosoma
2608,Phrynosoma_douglassii,Phrynosoma,,Phrynosoma
2609,Urosaurus_gadovi,Urosaurus,,Urosaurus
2610,Urosaurus_bicarinatus,Urosaurus,,Urosaurus
2611,Urosaurus_nigricaudus,Urosaurus,,Urosaurus
2612,Urosaurus_lahtelai,Urosaurus,,Urosaurus
2613,Urosaurus_graciosus,Urosaurus,,Urosaurus
2614,Urosaurus_ornatus,Urosaurus,,Urosaurus
2615,Urosaurus_auriculatus,Urosaurus,,Urosaurus
2616,Urosaurus_clarionensis,Urosaurus,,Urosaurus
2617,Petrosaurus_mearnsi,Petrosaurus,,Petrosaurus
2618,Petrosaurus_repens,Petrosaurus,,Petrosaurus
2619,Petrosaurus_thalassinus,Petrosaurus,,Petrosaurus
2620,Uta_squamata,Uta,,Uta
2621,Uta_palmeri,Uta,,Uta
2622,Uta_stansburiana2,Uta,,Uta
2623,Uta_stansburiana,Uta,,Uta
2624,Sceloporus_parvus,Sceloporus,,Sceloporus
2625,Sceloporus_couchii,Sceloporus,,Sceloporus
2626,Sceloporus_teapensis,Sceloporus,,Sceloporus
2627,Sceloporus_chrysostictus,Sceloporus,,Sceloporus
2628,Sceloporus_variabilis,Sceloporus,,Sceloporus
2629,Sceloporus_cozumelae,Sceloporus,,Sceloporus
2630,Sceloporus_smithi,Sceloporus,,Sceloporus
2631,Sceloporus_angustus,Sceloporus,,Sceloporus
2632,Sceloporus_grandaevus,Sceloporus,,Sceloporus
2633,Sceloporus_utiformis,Sceloporus,,Sceloporus
2634,Sceloporus_carinatus,Sceloporus,,Sceloporus
2635,Sceloporus_siniferus,Sceloporus,,Sceloporus
2636,Sceloporus_squamosus,Sceloporus,,Sceloporus
2637,Sceloporus_merriami,Sceloporus,,Sceloporus
2638,Sceloporus_pyrocephalus,Sceloporus,,Sceloporus
2639,Sceloporus_ochoterenae,Sceloporus,,Sceloporus
2640,Sceloporus_jalapae,Sceloporus,,Sceloporus
2641,Sceloporus_gadoviae,Sceloporus,,Sceloporus
2642,Sceloporus_maculosus,Sceloporus,,Sceloporus
2643,Sceloporus_nelsoni,Sceloporus,,Sceloporus
2644,Sceloporus_graciosus2,Sceloporus,,Sceloporus
2645,Sceloporus_arenicolus,Sceloporus,,Sceloporus
2646,Sceloporus_graciosus,Sceloporus,,Sceloporus
2647,Sceloporus_melanorhinus,Sceloporus,,Sceloporus
2648,Sceloporus_magister,Sceloporus,,Sceloporus
2649,Sceloporus_zosteromus,Sceloporus,,Sceloporus
2650,Sceloporus_lineatulus,Sceloporus,,Sceloporus
2651,Sceloporus_licki,Sceloporus,,Sceloporus
2652,Sceloporus_orcutti,Sceloporus,,Sceloporus
2653,Sceloporus_hunsakeri,Sceloporus,,Sceloporus
2654,Sceloporus_clarkii,Sceloporus,,Sceloporus
2655,Sceloporus_olivaceus,Sceloporus,,Sceloporus
2656,Sceloporus_occidentalis,Sceloporus,,Sceloporus
2657,Sceloporus_virgatus,Sceloporus,,Sceloporus
2658,Sceloporus_undulatus,Sceloporus,,Sceloporus
2659,Sceloporus_cautus,Sceloporus,,Sceloporus
2660,Sceloporus_consobrinus,Sceloporus,,Sceloporus
2661,Sceloporus_woodi,Sceloporus,,Sceloporus
2662,Sceloporus_horridus,Sceloporus,,Sceloporus
2663,Sceloporus_spinosus,Sceloporus,,Sceloporus
2664,Sceloporus_edwardtaylori,Sceloporus,,Sceloporus
2665,Sceloporus_lundelli,Sceloporus,,Sceloporus
2666,Sceloporus_malachiticus,Sceloporus,,Sceloporus
2667,Sceloporus_smaragdinus,Sceloporus,,Sceloporus
2668,Sceloporus_taeniocnemis,Sceloporus,,Sceloporus
2669,Sceloporus_cryptus,Sceloporus,,Sceloporus
2670,Sceloporus_subpictus,Sceloporus,,Sceloporus
2671,Sceloporus_formosus,Sceloporus,,Sceloporus
2672,Sceloporus_stejnegeri,Sceloporus,,Sceloporus
2673,Sceloporus_adleri,Sceloporus,,Sceloporus
2674,Sceloporus_grammicus,Sceloporus,,Sceloporus
2675,Sceloporus_heterolepis,Sceloporus,,Sceloporus
2676,Sceloporus_palaciosi,Sceloporus,,Sceloporus
2677,Sceloporus_bicanthalis,Sceloporus,,Sceloporus
2678,Sceloporus_aeneus,Sceloporus,,Sceloporus
2679,Sceloporus_scalaris,Sceloporus,,Sceloporus
2680,Sceloporus_slevini,Sceloporus,,Sceloporus
2681,Sceloporus_chaneyi,Sceloporus,,Sceloporus
2682,Sceloporus_goldmani,Sceloporus,,Sceloporus
2683,Sceloporus_samcolemani,Sceloporus,,Sceloporus
2684,Sceloporus_megalepidurus,Sceloporus,,Sceloporus
2685,Sceloporus_insignis,Sceloporus,,Sceloporus
2686,Sceloporus_jarrovii,Sceloporus,,Sceloporus
2687,Sceloporus_bulleri,Sceloporus,,Sceloporus
2688,Sceloporus_torquatus,Sceloporus,,Sceloporus
2689,Sceloporus_macdougalli,Sceloporus,,Sceloporus
2690,Sceloporus_mucronatus,Sceloporus,,Sceloporus
2691,Sceloporus_poinsettii,Sceloporus,,Sceloporus
2692,Sceloporus_dugesii,Sceloporus,,Sceloporus
2693,Sceloporus_minor,Sceloporus,,Sceloporus
2694,Sceloporus_ornatus,Sceloporus,,Sceloporus
2695,Sceloporus_serrifer,Sceloporus,,Sceloporus
2696,Sceloporus_cyanogenys,Sceloporus,,Sceloporus
2697,Polychrus_marmoratus,Polychrus,,Polychrus
2698,Polychrus_femoralis,Polychrus,,Polychrus
2699,Polychrus_acutirostris,Polychrus,,Polychrus
2700,Polychrus_gutturosus,Polychrus,,Polychrus
2701,Anolis_boettgeri,Anolis,,Anolis
2702,Anolis_bonairensis,Anolis,,Anolis
2703,Anolis_luciae,Anolis,,Anolis
2704,Anolis_griseus,Anolis,,Anolis
2705,Anolis_trinitatis,Anolis,,Anolis
2706,Anolis_richardii,Anolis,,Anolis
2707,Anolis_aeneus,Anolis,,Anolis
2708,Anolis_roquet,Anolis,,Anolis
2709,Anolis_extremus,Anolis,,Anolis
2710,Anolis_fitchi,Anolis,,Anolis
2711,Anolis_huilae,Anolis,,Anolis
2712,Anolis_chloris,Anolis,,Anolis
2713,Anolis_festae,Anolis,,Anolis
2714,Anolis_peraccae,Anolis,,Anolis
2715,Anolis_ventrimaculatus,Anolis,,Anolis
2716,Anolis_aequatorialis,Anolis,,Anolis
2717,Anolis_gemmosus,Anolis,,Anolis
2718,Anolis_euskalerriari,Anolis,,Anolis
2719,Anolis_nicefori,Anolis,,Anolis
2720,Anolis_heterodermus,Anolis,,Anolis
2721,Anolis_vanzolinii,Anolis,,Anolis
2722,Anolis_inderenae,Anolis,,Anolis
2723,Anolis_punctatus,Anolis,,Anolis
2724,Anolis_transversalis,Anolis,,Anolis
2725,Anolis_tigrinus,Anolis,,Anolis
2726,Anolis_jacare,Anolis,,Anolis
2727,Anolis_anatoloros,Anolis,,Anolis
2728,Anolis_calimae,Anolis,,Anolis
2729,Anolis_neblininus,Anolis,,Anolis
2730,Anolis_insignis,Anolis,,Anolis
2731,Anolis_microtus,Anolis,,Anolis
2732,Anolis_agassizi,Anolis,,Anolis
2733,Anolis_frenatus,Anolis,,Anolis
2734,Anolis_princeps,Anolis,,Anolis
2735,Anolis_casildae,Anolis,,Anolis
2736,Anolis_maculigula,Anolis,,Anolis
2737,Anolis_danieli,Anolis,,Anolis
2738,Anolis_fraseri,Anolis,,Anolis
2739,Anolis_chocorum,Anolis,,Anolis
2740,Anolis_coelestinus,Anolis,,Anolis
2741,Anolis_chlorocyanus,Anolis,,Anolis
2742,Anolis_aliniger,Anolis,,Anolis
2743,Anolis_singularis,Anolis,,Anolis
2744,Anolis_smallwoodi,Anolis,,Anolis
2745,Anolis_noblei,Anolis,,Anolis
2746,Anolis_baracoae,Anolis,,Anolis
2747,Anolis_equestris,Anolis,,Anolis
2748,Anolis_luteogularis,Anolis,,Anolis
2749,Anolis_bartschi,Anolis,,Anolis
2750,Anolis_vermiculatus,Anolis,,Anolis
2751,Anolis_occultus,Anolis,,Anolis
2752,Anolis_monticola,Anolis,,Anolis
2753,Anolis_darlingtoni,Anolis,,Anolis
2754,Anolis_bahorucoensis,Anolis,,Anolis
2755,Anolis_hendersoni,Anolis,,Anolis
2756,Anolis_dolichocephalus,Anolis,,Anolis
2757,Anolis_etheridgei,Anolis,,Anolis
2758,Anolis_fowleri,Anolis,,Anolis
2759,Anolis_insolitus,Anolis,,Anolis
2760,Anolis_lucius,Anolis,,Anolis
2761,Anolis_barbouri,Anolis,,Anolis
2762,Anolis_olssoni,Anolis,,Anolis
2763,Anolis_alumina,Anolis,,Anolis
2764,Anolis_semilineatus,Anolis,,Anolis
2765,Anolis_marcanoi,Anolis,,Anolis
2766,Anolis_strahmi,Anolis,,Anolis
2767,Anolis_longitibialis,Anolis,,Anolis
2768,Anolis_haetianus,Anolis,,Anolis
2769,Anolis_shrevei,Anolis,,Anolis
2770,Anolis_armouri,Anolis,,Anolis
2771,Anolis_whitemani,Anolis,,Anolis
2772,Anolis_cybotes,Anolis,,Anolis
2773,Anolis_vanidicus,Anolis,,Anolis
2774,Anolis_inexpectatus,Anolis,,Anolis
2775,Anolis_alutaceus,Anolis,,Anolis
2776,Anolis_macilentus,Anolis,,Anolis
2777,Anolis_alfaroi,Anolis,,Anolis
2778,Anolis_rejectus,Anolis,,Anolis
2779,Anolis_clivicola,Anolis,,Anolis
2780,Anolis_cupeyalensis,Anolis,,Anolis
2781,Anolis_cyanopleurus,Anolis,,Anolis
2782,Anolis_sheplani,Anolis,,Anolis
2783,Anolis_placidus,Anolis,,Anolis
2784,Anolis_alayoni,Anolis,,Anolis
2785,Anolis_paternus,Anolis,,Anolis
2786,Anolis_angusticeps,Anolis,,Anolis
2787,Anolis_isolepis,Anolis,,Anolis
2788,Anolis_oporinus,Anolis,,Anolis
2789,Anolis_guazuma,Anolis,,Anolis
2790,Anolis_garridoi,Anolis,,Anolis
2791,Anolis_loysiana,Anolis,,Anolis
2792,Anolis_pumilus,Anolis,,Anolis
2793,Anolis_centralis,Anolis,,Anolis
2794,Anolis_argillaceus,Anolis,,Anolis
2795,Anolis_carolinensis,Anolis,,Anolis
2796,Anolis_porcatus,Anolis,,Anolis
2797,Anolis_brunneus,Anolis,,Anolis
2798,Anolis_longiceps,Anolis,,Anolis
2799,Anolis_maynardi,Anolis,,Anolis
2800,Anolis_allisoni,Anolis,,Anolis
2801,Anolis_smaragdinus,Anolis,,Anolis
2802,Anolis_pogus,Anolis,,Anolis
2803,Anolis_wattsi,Anolis,,Anolis
2804,Anolis_leachii,Anolis,,Anolis
2805,Anolis_gingivinus,Anolis,,Anolis
2806,Anolis_bimaculatus,Anolis,,Anolis
2807,Anolis_oculatus,Anolis,,Anolis
2808,Anolis_terraealtae,Anolis,,Anolis
2809,Anolis_ferreus,Anolis,,Anolis
2810,Anolis_lividus,Anolis,,Anolis
2811,Anolis_nubilis,Anolis,,Anolis
2812,Anolis_marmoratus,Anolis,,Anolis
2813,Anolis_sabanus,Anolis,,Anolis
2814,Anolis_distichus,Anolis,,Anolis
2815,Anolis_websteri,Anolis,,Anolis
2816,Anolis_brevirostris,Anolis,,Anolis
2817,Anolis_caudalis,Anolis,,Anolis
2818,Anolis_marron,Anolis,,Anolis
2819,Anolis_acutus,Anolis,,Anolis
2820,Anolis_evermanni,Anolis,,Anolis
2821,Anolis_stratulus,Anolis,,Anolis
2822,Anolis_pulchellus,Anolis,,Anolis
2823,Anolis_krugi,Anolis,,Anolis
2824,Anolis_gundlachi,Anolis,,Anolis
2825,Anolis_poncensis,Anolis,,Anolis
2826,Anolis_monensis,Anolis,,Anolis
2827,Anolis_cooki,Anolis,,Anolis
2828,Anolis_scriptus,Anolis,,Anolis
2829,Anolis_ernestwilliamsi,Anolis,,Anolis
2830,Anolis_cristatellus,Anolis,,Anolis
2831,Anolis_desechensis,Anolis,,Anolis
2832,Anolis_argenteolus,Anolis,,Anolis
2833,Anolis_barbatus,Anolis,,Anolis
2834,Anolis_porcus,Anolis,,Anolis
2835,Anolis_chamaeleonides,Anolis,,Anolis
2836,Anolis_guamuhaya,Anolis,,Anolis
2837,Anolis_cuvieri,Anolis,,Anolis
2838,Anolis_christophei,Anolis,,Anolis
2839,Anolis_eugenegrahami,Anolis,,Anolis
2840,Anolis_ricordii,Anolis,,Anolis
2841,Anolis_barahonae,Anolis,,Anolis
2842,Anolis_baleatus,Anolis,,Anolis
2843,Anolis_imias,Anolis,,Anolis
2844,Anolis_rubribarbaris,Anolis,,Anolis
2845,Anolis_ahli,Anolis,,Anolis
2846,Anolis_allogus,Anolis,,Anolis
2847,Anolis_guafe,Anolis,,Anolis
2848,Anolis_confusus,Anolis,,Anolis
2849,Anolis_homolechis,Anolis,,Anolis
2850,Anolis_jubar,Anolis,,Anolis
2851,Anolis_mestrei,Anolis,,Anolis
2852,Anolis_ophiolepis,Anolis,,Anolis
2853,Anolis_sagrei,Anolis,,Anolis
2854,Anolis_quadriocellifer,Anolis,,Anolis
2855,Anolis_bremeri,Anolis,,Anolis
2856,Anolis_lineatopus,Anolis,,Anolis
2857,Anolis_reconditus,Anolis,,Anolis
2858,Anolis_valencienni,Anolis,,Anolis
2859,Anolis_opalinus,Anolis,,Anolis
2860,Anolis_garmani,Anolis,,Anolis
2861,Anolis_grahami,Anolis,,Anolis
2862,Anolis_conspersus,Anolis,,Anolis
2863,Anolis_annectens,Anolis,,Anolis
2864,Anolis_onca,Anolis,,Anolis
2865,Anolis_auratus,Anolis,,Anolis
2866,Anolis_lineatus,Anolis,,Anolis
2867,Anolis_meridionalis,Anolis,,Anolis
2868,Anolis_chrysolepis2,Anolis,,Anolis
2869,Anolis_bombiceps,Anolis,,Anolis
2870,Anolis_chrysolepis,Anolis,,Anolis
2871,Anolis_utilensis,Anolis,,Anolis
2872,Anolis_loveridgei,Anolis,,Anolis
2873,Anolis_purpurgularis,Anolis,,Anolis
2874,Anolis_crassulus,Anolis,,Anolis
2875,Anolis_sminthus,Anolis,,Anolis
2876,Anolis_rubiginosus,Anolis,,Anolis
2877,Anolis_uniformis,Anolis,,Anolis
2878,Anolis_bitectus,Anolis,,Anolis
2879,Anolis_biporcatus,Anolis,,Anolis
2880,Anolis_aquaticus,Anolis,,Anolis
2881,Anolis_woodi,Anolis,,Anolis
2882,Anolis_quercorum,Anolis,,Anolis
2883,Anolis_ortonii,Anolis,,Anolis
2884,Anolis_boulengerianus,Anolis,,Anolis
2885,Anolis_sericeus,Anolis,,Anolis
2886,Anolis_laeviventris,Anolis,,Anolis
2887,Anolis_intermedius,Anolis,,Anolis
2888,Anolis_humilis,Anolis,,Anolis
2889,Anolis_pachypus,Anolis,,Anolis
2890,Anolis_altae,Anolis,,Anolis
2891,Anolis_fuscoauratus,Anolis,,Anolis
2892,Anolis_kemptoni,Anolis,,Anolis
2893,Anolis_polylepis,Anolis,,Anolis
2894,Anolis_cupreus,Anolis,,Anolis
2895,Anolis_tropidonotus,Anolis,,Anolis
2896,Anolis_capito,Anolis,,Anolis
2897,Anolis_ocelloscapularis,Anolis,,Anolis
2898,Anolis_carpenteri,Anolis,,Anolis
2899,Anolis_bicaorum,Anolis,,Anolis
2900,Anolis_lemurinus,Anolis,,Anolis
2901,Anolis_zeus,Anolis,,Anolis
2902,Anolis_limifrons,Anolis,,Anolis
2903,Anolis_oxylophus,Anolis,,Anolis
2904,Anolis_lionotus,Anolis,,Anolis
2905,Anolis_tropidogaster,Anolis,,Anolis
2906,Anolis_poecilopus,Anolis,,Anolis
2907,Anolis_trachyderma,Anolis,,Anolis
2908,Tricheilostoma_bicolor,Tricheilostoma,,Tricheilostoma
2909,Siagonodon_septemstriatus,Siagonodon,,Siagonodon
2910,Epictia_albipuncta,Epictia,,Epictia
2911,Epictia_goudotii,Epictia,,Epictia
2912,Epictia_columbi,Epictia,,Epictia
2913,Trilepida_macrolepis,Trilepida,,Trilepida
2914,Rena_humilis,Rena,,Rena
2915,Rena_dulcis,Rena,,Rena
2916,Tetracheilostoma_breuili,Tetracheilostoma,,Tetracheilostoma
2917,Tetracheilostoma_carlae,Tetracheilostoma,,Tetracheilostoma
2918,Mitophis_asbolepis,Mitophis,,Mitophis
2919,Mitophis_leptipileptus,Mitophis,,Mitophis
2920,Mitophis_pyrites,Mitophis,,Mitophis
2921,Myriopholis_longicauda,Myriopholis,,Myriopholis
2922,Myriopholis_algeriensis,Myriopholis,,Myriopholis
2923,Myriopholis_boueti,Myriopholis,,Myriopholis
2924,Myriopholis_rouxestevae,Myriopholis,,Myriopholis
2925,Myriopholis_blanfordi,Myriopholis,,Myriopholis
2926,Myriopholis_macrorhyncha,Myriopholis,,Myriopholis
2927,Myriopholis_adleri,Myriopholis,,Myriopholis
2928,Namibiana_occidentalis,Namibiana,,Namibiana
2929,Leptotyphlops_nigroterminus,Leptotyphlops,,Leptotyphlops
2930,Leptotyphlops_nigricans,Leptotyphlops,,Leptotyphlops
2931,Leptotyphlops_sylvicolus,Leptotyphlops,,Leptotyphlops
2932,Leptotyphlops_conjunctus,Leptotyphlops,,Leptotyphlops
2933,Leptotyphlops_scutifrons,Leptotyphlops,,Leptotyphlops
2934,Leptotyphlops_distanti,Leptotyphlops,,Leptotyphlops
2935,Gerrhopilus_hedraeus,Gerrhopilus,,Gerrhopilus
2936,Gerrhopilus_mirus,Gerrhopilus,,Gerrhopilus
2937,Xenotyphlops_grandidieri,Xenotyphlops,,Xenotyphlops
2938,Amerotyphlops_brongersmianus,Amerotyphlops,,Amerotyphlops
2939,Amerotyphlops_reticulatus,Amerotyphlops,,Amerotyphlops
2940,Typhlops_biminiensis,Typhlops,,Typhlops
2941,Typhlops_pusillus,Typhlops,,Typhlops
2942,Typhlops_hectus,Typhlops,,Typhlops
2943,Typhlops_syntherus,Typhlops,,Typhlops
2944,Typhlops_eperopeus,Typhlops,,Typhlops
2945,Typhlops_lumbricalis,Typhlops,,Typhlops
2946,Typhlops_schwartzi,Typhlops,,Typhlops
2947,Typhlops_titanops,Typhlops,,Typhlops
2948,Typhlops_sulcatus,Typhlops,,Typhlops
2949,Typhlops_rostellatus,Typhlops,,Typhlops
2950,Typhlops_capitulatus,Typhlops,,Typhlops
2951,Typhlops_jamaicensis,Typhlops,,Typhlops
2952,Typhlops_agoralionis,Typhlops,,Typhlops
2953,Typhlops_sylleptor,Typhlops,,Typhlops
2954,Typhlops_caymanensis,Typhlops,,Typhlops
2955,Typhlops_arator,Typhlops,,Typhlops
2956,Typhlops_contorhinus,Typhlops,,Typhlops
2957,Typhlops_anchaurus,Typhlops,,Typhlops
2958,Typhlops_anousius,Typhlops,,Typhlops
2959,Typhlops_notorachius,Typhlops,,Typhlops
2960,Typhlops_monastus,Typhlops,,Typhlops
2961,Typhlops_dominicanus,Typhlops,,Typhlops
2962,Typhlops_granti,Typhlops,,Typhlops
2963,Typhlops_hypomethes,Typhlops,,Typhlops
2964,Typhlops_platycephalus,Typhlops,,Typhlops
2965,Typhlops_catapontus,Typhlops,,Typhlops
2966,Typhlops_richardi,Typhlops,,Typhlops
2967,Rhinotyphlops_lalandei,Rhinotyphlops,,Rhinotyphlops
2968,Letheobia_feae,Letheobia,,Letheobia
2969,Letheobia_newtoni,Letheobia,,Letheobia
2970,Afrotyphlops_obtusus,Afrotyphlops,,Afrotyphlops
2971,Typhlops_elegans,Typhlops,,Typhlops
2972,Afrotyphlops_angolensis,Afrotyphlops,,Afrotyphlops
2973,Afrotyphlops_schlegelii,Afrotyphlops,,Afrotyphlops
2974,Afrotyphlops_fornasinii,Afrotyphlops,,Afrotyphlops
2975,Afrotyphlops_bibronii,Afrotyphlops,,Afrotyphlops
2976,Afrotyphlops_lineolatus,Afrotyphlops,,Afrotyphlops
2977,Afrotyphlops_congestus,Afrotyphlops,,Afrotyphlops
2978,Afrotyphlops_punctatus,Afrotyphlops,,Afrotyphlops
2979,Xerotyphlops_vermicularis,Xerotyphlops,,Xerotyphlops
2980,Madatyphlops_arenarius,Madatyphlops,,Madatyphlops
2981,Malayotyphlops_luzonensis,Malayotyphlops,,Malayotyphlops
2982,Malayotyphlops_ruber,Malayotyphlops,,Malayotyphlops
2983,Indotyphlops_albiceps,Indotyphlops,,Indotyphlops
2984,Indotyphlops_pammeces,Indotyphlops,,Indotyphlops
2985,Indotyphlops_braminus,Indotyphlops,,Indotyphlops
2986,Typhlopidae_sp_Sri_Lanka,Typhlopidae,,Typhlopidae
2987,Ramphotyphlops_acuticaudus,Ramphotyphlops,,Ramphotyphlops
2988,Ramphotyphlops_lineatus,Ramphotyphlops,,Ramphotyphlops
2989,Acutotyphlops_subocularis,Acutotyphlops,,Acutotyphlops
2990,Acutotyphlops_kunuaensis,Acutotyphlops,,Acutotyphlops
2991,Anilios_polygrammicus,Anilios,,Anilios
2992,Anilios_diversus,Anilios,,Anilios
2993,Anilios_howi,Anilios,,Anilios
2994,Anilios_guentheri_,Anilios,,Anilios
2995,Anilios_bituberculatus,Anilios,,Anilios
2996,Anilios_grypus,Anilios,,Anilios
2997,Anilios_longissimus,Anilios,,Anilios
2998,Anilios_leptosomus,Anilios,,Anilios
2999,Anilios_ammodytes,Anilios,,Anilios
3000,Anilios_unguirostris,Anilios,,Anilios
